"No.","Time","Source","Destination","Protocol","Length","Info"
"453","51.229650","192.168.42.5","18.157.203.184","TCP","54","50394  >  443 [ACK] Seq=2816 Ack=5706 Win=130816 Len=0"
"454","51.229737","192.168.42.5","18.157.203.184","TLSv1.2","92","Application Data"
"455","51.232131","3.72.253.9","192.168.42.5","TCP","54","443  >  50397 [ACK] Seq=5721 Ack=3320 Win=66560 Len=0"
"456","51.232217","18.157.203.184","192.168.42.5","TCP","54","443  >  50394 [ACK] Seq=5706 Ack=2572 Win=47104 Len=0"
"457","51.232269","18.194.81.27","192.168.42.5","TLSv1.2","92","[TCP Previous segment not captured] , Application Data"
"458","51.232278","192.168.42.5","18.194.81.27","TCP","66","[TCP Dup ACK 403#1] 50389  >  443 [ACK] Seq=6023 Ack=5743 Win=130816 Len=0 SLE=6833 SRE=6871"
"459","51.246563","18.194.81.27","192.168.42.5","TCP","1144","[TCP Out-Of-Order] 443  >  50389 [PSH, ACK] Seq=5743 Ack=5985 Win=100864 Len=1090"
"460","51.246595","192.168.42.5","18.194.81.27","TCP","54","50389  >  443 [ACK] Seq=6023 Ack=6871 Win=131072 Len=0"
"461","51.246636","185.64.189.112","192.168.42.5","TCP","54","443  >  50398 [ACK] Seq=4369 Ack=749 Win=14148 Len=0"
"462","51.246654","185.64.189.112","192.168.42.5","TLSv1.2","60","Change Cipher Spec"
"463","51.246667","185.64.189.112","192.168.42.5","TLSv1.2","99","Encrypted Handshake Message"
"464","51.246672","192.168.42.5","185.64.189.112","TCP","54","50398  >  443 [ACK] Seq=5229 Ack=4420 Win=131072 Len=0"
"465","51.246717","185.64.189.112","192.168.42.5","TLSv1.2","110","Application Data"
"466","51.246727","185.64.189.112","192.168.42.5","TLSv1.2","92","Application Data"
"467","51.246732","192.168.42.5","185.64.189.112","TCP","54","50398  >  443 [ACK] Seq=5229 Ack=4514 Win=131072 Len=0"
"468","51.247240","192.168.42.5","185.64.189.112","TLSv1.2","92","Application Data"
"469","51.254546","216.52.2.48","192.168.42.5","TLSv1.3","325","Application Data"
"470","51.254753","172.67.10.198","192.168.42.5","TCP","54","443  >  50396 [ACK] Seq=734 Ack=3763 Win=65536 Len=0"
"471","51.254771","216.52.2.48","192.168.42.5","TLSv1.3","325","Application Data"
"472","51.254781","192.168.42.5","216.52.2.48","TCP","54","50392  >  443 [ACK] Seq=4451 Ack=6358 Win=130560 Len=0"
"473","51.254793","185.64.189.112","192.168.42.5","TCP","54","443  >  50398 [ACK] Seq=4514 Ack=3828 Win=17224 Len=0"
"474","51.254801","18.156.195.47","192.168.42.5","TCP","54","443  >  50393 [ACK] Seq=4427 Ack=3318 Win=32160 Len=0"
"475","51.254808","216.52.2.48","192.168.42.5","TCP","54","443  >  50392 [ACK] Seq=6358 Ack=2293 Win=73728 Len=0"
"476","51.254989","216.52.2.48","192.168.42.5","TCP","54","443  >  50392 [ACK] Seq=6358 Ack=3633 Win=73728 Len=0"
"477","51.255291","185.64.189.112","192.168.42.5","TCP","54","443  >  50398 [ACK] Seq=4514 Ack=5229 Win=18628 Len=0"
"478","51.255343","216.52.2.48","192.168.42.5","TCP","54","443  >  50392 [ACK] Seq=6358 Ack=4451 Win=77824 Len=0"
"479","51.255576","185.89.211.132","192.168.42.5","TCP","54","443  >  50395 [ACK] Seq=2746 Ack=612 Win=42289 Len=0"
"480","51.255591","185.89.211.132","192.168.42.5","TCP","54","443  >  50395 [ACK] Seq=2746 Ack=2207 Win=40694 Len=0"
"481","51.255600","185.89.211.132","192.168.42.5","TLSv1.2","328","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"482","51.255609","18.157.203.184","192.168.42.5","TCP","54","443  >  50394 [ACK] Seq=5706 Ack=2816 Win=49664 Len=0"
"483","51.256680","217.182.178.224","192.168.42.5","TLSv1.3","325","Application Data"
"484","51.256695","192.168.42.5","217.182.178.224","TCP","54","50391  >  443 [ACK] Seq=6755 Ack=4071 Win=131072 Len=0"
"485","51.256753","185.89.211.132","192.168.42.5","TCP","54","443  >  50395 [ACK] Seq=3020 Ack=3547 Win=40694 Len=0"
"486","51.256806","217.182.178.224","192.168.42.5","TLSv1.3","325","Application Data"
"487","51.256812","192.168.42.5","217.182.178.224","TCP","54","50391  >  443 [ACK] Seq=6755 Ack=4342 Win=130816 Len=0"
"488","51.256822","185.89.211.132","192.168.42.5","TCP","54","443  >  50395 [ACK] Seq=3020 Ack=4887 Win=40694 Len=0"
"489","51.256876","217.182.178.224","192.168.42.5","TCP","54","443  >  50391 [ACK] Seq=4342 Ack=2735 Win=6576 Len=0"
"490","51.256885","192.168.42.5","217.182.178.224","TLSv1.3","939","Application Data"
"491","51.256898","185.89.211.132","192.168.42.5","TCP","54","443  >  50395 [ACK] Seq=3020 Ack=6227 Win=40694 Len=0"
"492","51.256974","217.182.178.224","192.168.42.5","TCP","54","443  >  50391 [ACK] Seq=4342 Ack=5415 Win=6576 Len=0"
"493","51.256981","185.89.211.132","192.168.42.5","TCP","54","443  >  50395 [ACK] Seq=3020 Ack=7055 Win=40694 Len=0"
"494","51.258832","213.19.162.61","192.168.42.5","TCP","105","443  >  50399 [PSH, ACK] Seq=3069 Ack=836 Win=24120 Len=51 [TCP segment of a reassembled PDU]"
"495","51.259024","192.168.42.5","213.19.162.61","TCP","1394","50399  >  443 [ACK] Seq=836 Ack=3120 Win=130816 Len=1340 [TCP segment of a reassembled PDU]"
"496","51.259024","192.168.42.5","213.19.162.61","TCP","1394","50399  >  443 [ACK] Seq=2176 Ack=3120 Win=130816 Len=1340 [TCP segment of a reassembled PDU]"
"497","51.259024","192.168.42.5","213.19.162.61","TLSv1.2","698","Application Data"
"498","51.261383","18.157.203.184","192.168.42.5","TLSv1.2","244","Application Data"
"499","51.261634","3.72.253.9","192.168.42.5","TLSv1.2","798","Application Data"
"500","51.261650","217.182.178.224","192.168.42.5","TLSv1.3","325","Application Data"
"501","51.261664","192.168.42.5","217.182.178.224","TLSv1.3","922","Application Data"
"502","51.261677","3.72.253.9","192.168.42.5","TLSv1.2","92","Application Data"
"503","51.261682","192.168.42.5","3.72.253.9","TCP","54","50397  >  443 [ACK] Seq=3358 Ack=6503 Win=130048 Len=0"
"504","51.263794","217.182.178.224","192.168.42.5","TLSv1.3","325","Application Data"
"505","51.263939","217.182.178.224","192.168.42.5","TCP","54","443  >  50390 [ACK] Seq=4343 Ack=2735 Win=6576 Len=0"
"506","51.263950","217.182.178.224","192.168.42.5","TCP","54","443  >  50390 [ACK] Seq=4343 Ack=5415 Win=6576 Len=0"
"507","51.263987","185.89.211.132","192.168.42.5","TLSv1.2","1183","Application Data"
"508","51.263998","192.168.42.5","185.89.211.132","TCP","54","50395  >  443 [ACK] Seq=7055 Ack=4149 Win=64320 Len=0"
"509","51.273870","213.19.162.61","192.168.42.5","TLSv1.2","129","Change Cipher Spec, Encrypted Handshake Message"
"510","51.273925","185.64.189.112","192.168.42.5","TCP","54","[TCP Dup ACK 477#1] 443  >  50398 [ACK] Seq=4514 Ack=5229 Win=18628 Len=0"
"511","51.274155","192.168.42.5","213.19.162.61","TCP","1394","50400  >  443 [ACK] Seq=668 Ack=3490 Win=130560 Len=1340 [TCP segment of a reassembled PDU]"
"512","51.274155","192.168.42.5","213.19.162.61","TCP","1394","50400  >  443 [ACK] Seq=2008 Ack=3490 Win=130560 Len=1340 [TCP segment of a reassembled PDU]"
"513","51.274155","192.168.42.5","213.19.162.61","TLSv1.2","707","Application Data"
"514","51.277692","34.98.64.218","192.168.42.5","QUIC","448","Protected Payload (KP0)"
"515","51.277880","192.168.42.5","34.98.64.218","QUIC","77","Protected Payload (KP0), DCID=87be678f052f5a89"
"516","51.279148","34.98.64.218","192.168.42.5","QUIC","736","Protected Payload (KP0)"
"517","51.279625","216.52.2.48","192.168.42.5","TCP","54","[TCP Dup ACK 478#1] 443  >  50392 [ACK] Seq=6358 Ack=4451 Win=77824 Len=0"
"518","51.290564","185.89.211.132","192.168.42.5","TCP","54","[TCP Dup ACK 493#1] 443  >  50395 [ACK] Seq=4149 Ack=7055 Win=41540 Len=0"
"519","51.293955","217.182.178.224","192.168.42.5","TCP","54","443  >  50391 [ACK] Seq=4342 Ack=6755 Win=6576 Len=0"
"520","51.294012","18.194.81.27","192.168.42.5","TCP","54","443  >  50389 [ACK] Seq=6871 Ack=6023 Win=100864 Len=0"
"521","51.302378","192.168.42.5","18.157.203.184","TCP","54","50394  >  443 [ACK] Seq=2854 Ack=5896 Win=130560 Len=0"
"522","51.303153","217.182.178.224","192.168.42.5","TCP","54","443  >  50390 [ACK] Seq=4343 Ack=6755 Win=6576 Len=0"
"523","51.303215","3.72.253.9","192.168.42.5","TCP","54","443  >  50397 [ACK] Seq=6503 Ack=3358 Win=66560 Len=0"
"524","51.304059","18.156.195.47","192.168.42.5","TLSv1.3","539","Application Data"
"525","51.304294","192.168.42.5","34.98.64.218","QUIC","75","Protected Payload (KP0), DCID=87be678f052f5a89"
"526","51.308939","216.52.2.48","192.168.42.5","TLSv1.3","120","[TCP Previous segment not captured] , Continuation Data"
"527","51.308963","192.168.42.5","216.52.2.48","TCP","66","[TCP Dup ACK 472#1] 50392  >  443 [ACK] Seq=4451 Ack=6358 Win=130560 Len=0 SLE=7698 SRE=7764"
"528","51.317410","192.168.42.5","217.182.178.224","TCP","54","50390  >  443 [ACK] Seq=7623 Ack=4343 Win=130816 Len=0"
"529","51.318311","216.52.2.48","192.168.42.5","TCP","1394","[TCP Out-Of-Order] 443  >  50392 [ACK] Seq=6358 Ack=4451 Win=77824 Len=1340"
"530","51.318352","192.168.42.5","216.52.2.48","TCP","54","50392  >  443 [ACK] Seq=4451 Ack=7764 Win=131072 Len=0"
"531","51.318389","18.156.195.47","192.168.42.5","TLSv1.3","169","Application Data"
"532","51.318400","192.168.42.5","18.156.195.47","TCP","54","50393  >  443 [ACK] Seq=3349 Ack=5027 Win=63365 Len=0"
"533","51.330489","185.64.189.112","192.168.42.5","TCP","54","443  >  50398 [ACK] Seq=4514 Ack=5267 Win=18664 Len=0"
"534","51.342263","217.182.178.224","192.168.42.5","TCP","54","443  >  50391 [ACK] Seq=4342 Ack=7640 Win=6576 Len=0"
"535","51.348315","192.168.42.5","104.22.55.206","QUIC","87","Protected Payload (KP0), DCID=018e3cfd40818b93528f32fd7c81bce066f19bd1"
"536","51.348604","213.19.162.61","192.168.42.5","TCP","54","443  >  50399 [ACK] Seq=3120 Ack=3516 Win=32160 Len=0"
"537","51.348652","18.157.203.184","192.168.42.5","TCP","54","443  >  50394 [ACK] Seq=5896 Ack=2854 Win=49664 Len=0"
"538","51.349071","18.194.81.27","192.168.42.5","TLSv1.2","1146","Application Data"
"539","51.349139","217.182.178.224","192.168.42.5","TCP","54","443  >  50390 [ACK] Seq=4343 Ack=7623 Win=6576 Len=0"
"540","51.349190","18.194.81.27","192.168.42.5","TLSv1.2","92","Application Data"
"541","51.349197","192.168.42.5","18.194.81.27","TCP","54","50389  >  443 [ACK] Seq=6023 Ack=8001 Win=130048 Len=0"
"542","51.352766","213.19.162.61","192.168.42.5","TCP","54","443  >  50400 [ACK] Seq=3490 Ack=3348 Win=32160 Len=0"
"543","51.365388","34.98.64.218","192.168.42.5","QUIC","67","Protected Payload (KP0)"
"544","51.379458","192.168.42.5","104.18.18.126","QUIC","87","Protected Payload (KP0), DCID=01b99599a5c471e0fabb989900c4789dcb134aaf"
"545","51.382019","172.67.10.198","192.168.42.5","TLSv1.3","388","Application Data"
"546","51.386745","104.18.18.126","192.168.42.5","QUIC","1242","Protected Payload (KP0)"
"547","51.386804","104.18.18.126","192.168.42.5","QUIC","1242","Protected Payload (KP0)"
"548","51.386817","172.67.10.198","192.168.42.5","TLSv1.3","105","[TCP Previous segment not captured] , Continuation Data"
"549","51.386837","192.168.42.5","172.67.10.198","TCP","66","50396  >  443 [ACK] Seq=3763 Ack=1068 Win=130048 Len=0 SLE=2408 SRE=2459"
"550","51.386930","192.168.42.5","104.18.18.126","QUIC","87","Protected Payload (KP0), DCID=01b99599a5c471e0fabb989900c4789dcb134aaf"
"551","51.386938","172.67.10.198","192.168.42.5","TCP","1394","[TCP Out-Of-Order] 443  >  50396 [ACK] Seq=1068 Ack=3763 Win=65536 Len=1340"
"552","51.386949","192.168.42.5","172.67.10.198","TCP","54","50396  >  443 [ACK] Seq=3763 Ack=2459 Win=131072 Len=0"
"553","51.386961","172.67.10.198","192.168.42.5","TLSv1.3","105","[TCP Previous segment not captured] , Continuation Data"
"554","51.386965","192.168.42.5","172.67.10.198","TCP","66","[TCP Dup ACK 552#1] 50396  >  443 [ACK] Seq=3763 Ack=2459 Win=131072 Len=0 SLE=3799 SRE=3850"
"555","51.387000","172.67.10.198","192.168.42.5","TCP","1394","[TCP Out-Of-Order] 443  >  50396 [ACK] Seq=2459 Ack=3763 Win=65536 Len=1340"
"556","51.387008","192.168.42.5","172.67.10.198","TCP","54","50396  >  443 [ACK] Seq=3763 Ack=3850 Win=131072 Len=0"
"557","51.387049","172.67.10.198","192.168.42.5","TCP","1394","443  >  50396 [ACK] Seq=3850 Ack=3763 Win=65536 Len=1340 [TCP segment of a reassembled PDU]"
"558","51.387055","192.168.42.5","172.67.10.198","TCP","54","50396  >  443 [ACK] Seq=3763 Ack=5190 Win=131072 Len=0"
"559","51.387098","172.67.10.198","192.168.42.5","TLSv1.3","156","[TCP Previous segment not captured] , Continuation Data"
"560","51.387102","192.168.42.5","172.67.10.198","TCP","66","[TCP Dup ACK 558#1] 50396  >  443 [ACK] Seq=3763 Ack=5190 Win=131072 Len=0 SLE=6530 SRE=6632"
"561","51.387150","104.18.18.126","192.168.42.5","QUIC","1242","Protected Payload (KP0)"
"562","51.387170","104.18.18.126","192.168.42.5","QUIC","780","Protected Payload (KP0)"
"563","51.387346","192.168.42.5","104.18.18.126","QUIC","87","Protected Payload (KP0), DCID=01b99599a5c471e0fabb989900c4789dcb134aaf"
"564","51.393539","172.67.10.198","192.168.42.5","TCP","1394","[TCP Out-Of-Order] 443  >  50396 [ACK] Seq=5190 Ack=3763 Win=65536 Len=1340"
"565","51.393567","192.168.42.5","172.67.10.198","TCP","54","50396  >  443 [ACK] Seq=3763 Ack=6632 Win=131072 Len=0"
"566","51.393619","172.67.10.198","192.168.42.5","TCP","1394","443  >  50396 [ACK] Seq=6632 Ack=3763 Win=65536 Len=1340 [TCP segment of a reassembled PDU]"
"567","51.403014","172.67.10.198","192.168.42.5","TLSv1.3","1394","Application Data"
"568","51.403040","192.168.42.5","172.67.10.198","TCP","54","50396  >  443 [ACK] Seq=3763 Ack=9312 Win=131072 Len=0"
"569","51.403248","172.67.10.198","192.168.42.5","TLSv1.3","1394","Application Data"
"570","51.403270","172.67.10.198","192.168.42.5","TLSv1.3","258","[TCP Previous segment not captured] , Continuation Data"
"571","51.403277","192.168.42.5","172.67.10.198","TCP","66","50396  >  443 [ACK] Seq=3763 Ack=10652 Win=131072 Len=0 SLE=11992 SRE=12196"
"572","51.403287","172.67.10.198","192.168.42.5","TCP","1394","[TCP Out-Of-Order] 443  >  50396 [ACK] Seq=10652 Ack=3763 Win=65536 Len=1340"
"573","51.403294","192.168.42.5","172.67.10.198","TCP","54","50396  >  443 [ACK] Seq=3763 Ack=12196 Win=131072 Len=0"
"574","51.403303","172.67.10.198","192.168.42.5","TCP","342","[TCP Previous segment not captured] 443  >  50396 [PSH, ACK] Seq=13536 Ack=3763 Win=65536 Len=288"
"575","51.403306","192.168.42.5","172.67.10.198","TCP","66","[TCP Dup ACK 573#1] 50396  >  443 [ACK] Seq=3763 Ack=12196 Win=131072 Len=0 SLE=13536 SRE=13824"
"576","51.403324","172.67.10.198","192.168.42.5","TCP","1394","[TCP Out-Of-Order] 443  >  50396 [ACK] Seq=12196 Ack=3763 Win=65536 Len=1340"
"577","51.403329","192.168.42.5","172.67.10.198","TCP","54","50396  >  443 [ACK] Seq=3763 Ack=13824 Win=131072 Len=0"
"578","51.406961","172.67.10.198","192.168.42.5","TLSv1.3","85","Application Data"
"579","51.406980","192.168.42.5","172.67.10.198","TCP","54","50396  >  443 [ACK] Seq=3763 Ack=13855 Win=131072 Len=0"
"580","51.409314","213.19.162.61","192.168.42.5","TCP","54","443  >  50399 [ACK] Seq=3120 Ack=4160 Win=42880 Len=0"
"581","51.409503","104.22.55.206","192.168.42.5","QUIC","65","Protected Payload (KP0)"
"582","51.412416","213.19.162.61","192.168.42.5","TCP","54","443  >  50400 [ACK] Seq=3490 Ack=4001 Win=42880 Len=0"
"583","51.433996","104.22.55.206","192.168.42.5","QUIC","415","Protected Payload (KP0)"
"584","51.442941","185.64.189.112","192.168.42.5","TLSv1.2","201","Application Data"
"585","51.443019","217.182.178.224","192.168.42.5","TLSv1.3","201","[TCP Previous segment not captured] , Continuation Data"
"586","51.443042","192.168.42.5","217.182.178.224","TCP","66","[TCP Dup ACK 528#1] 50390  >  443 [ACK] Seq=7623 Ack=4343 Win=130816 Len=0 SLE=5683 SRE=5830"
"587","51.443107","217.182.178.224","192.168.42.5","TCP","1394","[TCP Out-Of-Order] 443  >  50390 [ACK] Seq=4343 Ack=7623 Win=6576 Len=1340"
"588","51.443120","192.168.42.5","217.182.178.224","TCP","54","50390  >  443 [ACK] Seq=7623 Ack=5830 Win=131072 Len=0"
"589","51.443161","104.18.18.126","192.168.42.5","QUIC","65","Protected Payload (KP0)"
"590","51.459989","192.168.42.5","104.22.55.206","QUIC","87","Protected Payload (KP0), DCID=018e3cfd40818b93528f32fd7c81bce066f19bd1"
"591","51.487882","192.168.42.5","185.64.189.112","TCP","54","50398  >  443 [ACK] Seq=5267 Ack=4661 Win=130816 Len=0"
"592","51.513698","213.19.162.61","192.168.42.5","TLSv1.2","587","Application Data"
"593","51.513768","213.19.162.61","192.168.42.5","TCP","875","443  >  50400 [PSH, ACK] Seq=4023 Ack=4001 Win=42880 Len=821 [TCP segment of a reassembled PDU]"
"594","51.513783","192.168.42.5","213.19.162.61","TCP","54","50400  >  443 [ACK] Seq=4001 Ack=4844 Win=131072 Len=0"
"595","51.517281","213.19.162.61","192.168.42.5","TCP","1352","443  >  50400 [PSH, ACK] Seq=4844 Ack=4001 Win=42880 Len=1298 [TCP segment of a reassembled PDU]"
"596","51.517348","213.19.162.61","192.168.42.5","TLSv1.2","356","Application Data"
"597","51.517360","192.168.42.5","213.19.162.61","TCP","54","50400  >  443 [ACK] Seq=4001 Ack=6444 Win=131072 Len=0"
"598","51.540739","213.19.162.61","192.168.42.5","TCP","566","443  >  50399 [PSH, ACK] Seq=3120 Ack=4160 Win=42880 Len=512 [TCP segment of a reassembled PDU]"
"599","51.540925","213.19.162.61","192.168.42.5","TCP","929","443  >  50399 [PSH, ACK] Seq=3632 Ack=4160 Win=42880 Len=875 [TCP segment of a reassembled PDU]"
"600","51.540942","192.168.42.5","213.19.162.61","TCP","54","50399  >  443 [ACK] Seq=4160 Ack=4507 Win=131072 Len=0"
"601","51.540963","213.19.162.61","192.168.42.5","TCP","1394","443  >  50399 [PSH, ACK] Seq=4507 Ack=4160 Win=42880 Len=1340 [TCP segment of a reassembled PDU]"
"602","51.540974","213.19.162.61","192.168.42.5","TCP","74","443  >  50399 [PSH, ACK] Seq=5847 Ack=4160 Win=42880 Len=20 [TCP segment of a reassembled PDU]"
"603","51.540980","192.168.42.5","213.19.162.61","TCP","54","50399  >  443 [ACK] Seq=4160 Ack=5867 Win=131072 Len=0"
"604","51.540991","213.19.162.61","192.168.42.5","TCP","74","[TCP Previous segment not captured] 443  >  50399 [PSH, ACK] Seq=7207 Ack=4160 Win=42880 Len=20 [TCP segment of a reassembled PDU]"
"605","51.540999","192.168.42.5","213.19.162.61","TCP","66","[TCP Dup ACK 603#1] 50399  >  443 [ACK] Seq=4160 Ack=5867 Win=131072 Len=0 SLE=7207 SRE=7227"
"606","51.541011","213.19.162.61","192.168.42.5","TCP","1394","[TCP Out-Of-Order] 443  >  50399 [PSH, ACK] Seq=5867 Ack=4160 Win=42880 Len=1340 [TCP segment of a reassembled PDU]"
"607","51.541018","192.168.42.5","213.19.162.61","TCP","54","50399  >  443 [ACK] Seq=4160 Ack=7227 Win=131072 Len=0"
"608","51.543115","213.19.162.61","192.168.42.5","TCP","861","443  >  50399 [PSH, ACK] Seq=7227 Ack=4160 Win=42880 Len=807 [TCP segment of a reassembled PDU]"
"609","51.579844","217.182.178.224","192.168.42.5","TCP","1394","443  >  50391 [ACK] Seq=4342 Ack=7640 Win=6576 Len=1340 [TCP segment of a reassembled PDU]"
"610","51.579897","217.182.178.224","192.168.42.5","TLSv1.3","250","Application Data"
"611","51.579907","192.168.42.5","217.182.178.224","TCP","54","50391  >  443 [ACK] Seq=7640 Ack=5878 Win=131072 Len=0"
"612","51.582631","192.168.42.5","213.19.162.61","TCP","54","50399  >  443 [ACK] Seq=4160 Ack=8034 Win=130304 Len=0"
"613","52.727889","93.184.220.29","192.168.42.5","TCP","54","[TCP Dup ACK 111#1] 80  >  50380 [ACK] Seq=1 Ack=1 Win=133 Len=0"
"614","52.727908","192.168.42.5","93.184.220.29","TCP","54","[TCP Dup ACK 112#1] 50380  >  80 [ACK] Seq=1 Ack=2 Win=510 Len=0"
"615","52.730144","192.168.42.5","142.250.201.10","TLSv1.2","1001","Application Data"
"616","52.818734","142.250.201.10","192.168.42.5","TCP","54","443  >  50362 [ACK] Seq=1 Ack=948 Win=340 Len=0"
"617","52.901384","192.168.42.5","8.8.8.8","DNS","84","Standard query 0xa9aa A argus-fra1.snigelweb.com"
"618","52.966376","8.8.8.8","192.168.42.5","DNS","132","Standard query response 0xa9aa A argus-fra1.snigelweb.com A 104.22.24.74 A 104.22.25.74 A 172.67.25.170"
"619","52.966780","192.168.42.5","104.22.24.74","TCP","66","50401  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"620","53.003177","142.250.201.10","192.168.42.5","TLSv1.2","756","Application Data"
"621","53.003775","142.250.201.10","192.168.42.5","TLSv1.2","1394","Application Data"
"622","53.003788","192.168.42.5","142.250.201.10","TCP","54","50362  >  443 [ACK] Seq=948 Ack=2043 Win=512 Len=0"
"623","53.003847","142.250.201.10","192.168.42.5","TLSv1.2","260","Application Data"
"624","53.003898","142.250.201.10","192.168.42.5","TLSv1.2","88","Application Data"
"625","53.003903","192.168.42.5","142.250.201.10","TCP","54","50362  >  443 [ACK] Seq=948 Ack=2283 Win=512 Len=0"
"626","53.029537","104.22.24.74","192.168.42.5","TCP","66","443  >  50401 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1340 SACK_PERM WS=8192"
"627","53.029578","192.168.42.5","104.22.24.74","TCP","54","50401  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0"
"628","53.029715","192.168.42.5","104.22.24.74","TLSv1.3","615","Client Hello"
"629","53.087987","104.22.24.74","192.168.42.5","TCP","54","443  >  50401 [ACK] Seq=1 Ack=562 Win=65536 Len=0"
"630","53.088029","104.22.24.74","192.168.42.5","TLSv1.3","266","Server Hello, Change Cipher Spec, Application Data"
"631","53.088225","192.168.42.5","104.22.24.74","TLSv1.3","118","Change Cipher Spec, Application Data"
"632","53.088324","192.168.42.5","104.22.24.74","TLSv1.3","152","Application Data"
"633","53.088414","192.168.42.5","104.22.24.74","TLSv1.3","494","Application Data"
"634","53.088440","192.168.42.5","104.22.24.74","TCP","1394","50401  >  443 [ACK] Seq=1164 Ack=213 Win=131072 Len=1340 [TCP segment of a reassembled PDU]"
"635","53.088440","192.168.42.5","104.22.24.74","TCP","1394","50401  >  443 [ACK] Seq=2504 Ack=213 Win=131072 Len=1340 [TCP segment of a reassembled PDU]"
"636","53.088440","192.168.42.5","104.22.24.74","TCP","1394","50401  >  443 [ACK] Seq=3844 Ack=213 Win=131072 Len=1340 [TCP segment of a reassembled PDU]"
"637","53.088440","192.168.42.5","104.22.24.74","TLSv1.3","914","Application Data"
"638","53.143812","104.22.24.74","192.168.42.5","TCP","54","443  >  50401 [ACK] Seq=213 Ack=626 Win=65536 Len=0"
"639","53.143896","104.22.24.74","192.168.42.5","TLSv1.3","566","Application Data, Application Data"
"640","53.144002","192.168.42.5","104.22.24.74","TLSv1.3","85","Application Data"
"641","53.147229","104.22.24.74","192.168.42.5","TCP","54","443  >  50401 [ACK] Seq=725 Ack=724 Win=65536 Len=0"
"642","53.147275","104.22.24.74","192.168.42.5","TLSv1.3","85","Application Data"
"643","53.156014","104.22.24.74","192.168.42.5","TCP","54","443  >  50401 [ACK] Seq=756 Ack=2504 Win=65536 Len=0"
"644","53.156090","104.22.24.74","192.168.42.5","TCP","54","443  >  50401 [ACK] Seq=756 Ack=5184 Win=65536 Len=0"
"645","53.171162","104.22.24.74","192.168.42.5","TCP","54","443  >  50401 [ACK] Seq=756 Ack=6044 Win=65536 Len=0"
"646","53.196320","192.168.42.5","104.22.24.74","TCP","54","50401  >  443 [ACK] Seq=6075 Ack=756 Win=130560 Len=0"
"647","53.206139","104.22.24.74","192.168.42.5","TLSv1.3","171","Application Data"
"648","53.220711","f2:d9:3a:05:99:f4","02:00:54:55:61:66","ARP","42","Who has 192.168.42.5? Tell 192.168.42.129"
"649","53.220725","02:00:54:55:61:66","f2:d9:3a:05:99:f4","ARP","42","192.168.42.5 is at 02:00:54:55:61:66"
"650","53.258147","192.168.42.5","104.22.24.74","TCP","54","50401  >  443 [ACK] Seq=6075 Ack=873 Win=130304 Len=0"
"651","54.573112","93.184.220.29","192.168.42.5","TCP","54","[TCP Dup ACK 111#1] 80  >  50380 [ACK] Seq=1 Ack=1 Win=133 Len=0"
"652","54.573133","192.168.42.5","93.184.220.29","TCP","54","[TCP Dup ACK 112#2] 50380  >  80 [ACK] Seq=1 Ack=2 Win=510 Len=0"
"653","54.573229","18.194.81.27","192.168.42.5","TLSv1.2","100","Application Data"
"654","54.573256","18.194.81.27","192.168.42.5","TLSv1.2","85","Encrypted Alert"
"655","54.573265","192.168.42.5","18.194.81.27","TCP","54","50389  >  443 [ACK] Seq=6023 Ack=8079 Win=130048 Len=0"
"656","54.573472","192.168.42.5","18.194.81.27","TCP","54","50389  >  443 [FIN, ACK] Seq=6023 Ack=8079 Win=130048 Len=0"
"657","54.645865","18.194.81.27","192.168.42.5","TCP","54","443  >  50389 [ACK] Seq=8079 Ack=6024 Win=100864 Len=0"
"658","55.895722","192.168.42.5","8.8.8.8","DNS","75","Standard query 0x42d0 A ssl.gstatic.com"
"659","56.001111","8.8.8.8","192.168.42.5","DNS","91","Standard query response 0x42d0 A ssl.gstatic.com A 142.251.37.35"
"660","56.001667","192.168.42.5","142.251.37.35","QUIC","1292","Initial, DCID=3f6b800488ee5ebc, PKN: 1, PING, PADDING, CRYPTO, PING, PING, PING, PING, PADDING"
"661","56.001827","192.168.42.5","142.251.37.35","QUIC","122","0-RTT, DCID=3f6b800488ee5ebc"
"662","56.001975","192.168.42.5","142.251.37.35","QUIC","604","0-RTT, DCID=3f6b800488ee5ebc"
"663","56.013263","93.184.220.29","192.168.42.5","TCP","54","[TCP Dup ACK 111#1] 80  >  50380 [ACK] Seq=1 Ack=1 Win=133 Len=0"
"664","56.013286","192.168.42.5","93.184.220.29","TCP","54","[TCP Dup ACK 112#3] 50380  >  80 [ACK] Seq=1 Ack=2 Win=510 Len=0"
"665","56.083617","142.251.37.35","192.168.42.5","QUIC","1292","Protected Payload (KP0)"
"666","56.083674","142.251.37.35","192.168.42.5","QUIC","824","Protected Payload (KP0)"
"667","56.083719","142.251.37.35","192.168.42.5","QUIC","119","Protected Payload (KP0)"
"668","56.083729","142.251.37.35","192.168.42.5","QUIC","67","Protected Payload (KP0)"
"669","56.083776","142.251.37.35","192.168.42.5","QUIC","67","Protected Payload (KP0)"
